id_imagen,autor_id,tipo_manovich,confianza_etiqueta,caso_limite,justificacion_etiqueta,mediana_luminancia,dispersion_luminancia,prop_sombras,prop_altas_luces,matiz_dominante_deg,saturacion_media,dominancia_cromatica
ee02eb2d14565782,SL,profesional,alta,False,Regla de los tres tercios. Nitidez. Neutralidad tonal. Linea de horizonte alineado. Atomosfera calida,0.3859,0.1781,0.0081,0.0206,31.44,0.3808,0.1126
7c08ace89a7197c3,EM,casual,alta,False,"Es casual porque captura un momento espontáneo y sin poses desde la perspectiva de un asistente, con desorden natural sobre la mesa.",0.5821,0.2583,0.091,0.0247,28.23,0.2585,0.0961
5c8b38273e53c777,EM,casual,alta,False,"Es una toma espontánea a nivel de calle con perspectiva deformada, cartel cortado y luz plana, sin la composición ni corrección vertical de la fotografía arquitectónica",0.307,0.2185,0.1419,0.0014,39.22,0.171,0.1565
ab13cb8cee0494cf,EM,casual,alta,False,"Es una captura espontánea tomada desde un vehículo o vereda, con el avión obstaculizado por cables aéreos, carteles de señalización y sin un encuadre limpio",0.652,0.26,0.0321,0.0281,212.42,0.3721,0.1784
5dc2d37e25ef3847,EM,diseno,alta,False,"Es una fotografía de diseño porque utiliza una composición cenital deliberada basada en patrones geométricos repetitivos, ritmo visual y contraste cromático planificado para comunicar visualmente un concepto editorial.",0.7566,0.275,0.0235,0.0822,325.69,0.3344,0.157
3439be8d57ec26eb,EM,diseno,alta,False,"Es una fotografía de diseño porque utiliza una composición de producto estructurada en capas, guiando la mirada desde la credencial en primer plano hacia los auriculares y aprovechando las líneas arquitectónicas de los estantes de madera para generar equilibrio y profundidad conceptual.",0.4866,0.2247,0.0646,0.0118,24.42,0.3203,0.1389
e83769d87668ec43,EM,diseno,alta,False,Es una fotografía de diseño porque emplea una iluminación ambiental estilizada en tonos magenta y cian para generar un fuerte contraste cromático con las texturas del plato y los recipientes de salsas.,0.4314,0.2107,0.0414,0.001,331.72,0.5212,0.0442
5e9981ca6089914d,EM,profesional,alta,False,"Esta fotografía exhibe una calidad profesional gracias a su encuadre deliberado, la iluminación experta de la fachada que resalta texturas y detalles arquitectónicos, y la nítida resolución de la imagen, características que denotan una planificación técnica",0.3572,0.2583,0.2442,0.0385,10.89,0.4071,0.2365
935e0d0f59d31079,EM,profesional,alta,False,"Presenta un encuadre deliberado por capas (césped, árboles y skyline urbano) que utiliza la bandera argentina como punto focal central en un instante de despliegue perfecto, manteniendo la verticalidad de las torres y una correcta exposición del cielo nublado.",0.3659,0.2942,0.1426,0.0081,80.18,0.2705,0.1682
af98b2eecd725c26,EM,profesional,alta,False,"Demuestra un control profesional de la exposición nocturna que resalta los relieves, cornisas y cúpulas del edificio histórico contra el cielo oscuro con nitidez y sin sobreexponer las luces artificiales.",0.1726,0.2458,0.2974,0.0315,313.92,0.4086,0.201
dfe2ccdee454d04b,GM,casual,alta,False,Retrata un momento nostalgico de mi viaje a Japón capturando la arquitectura historica.,0.2282,0.2206,0.2706,0.0198,60.08,0.2757,0.2928
dfe2ccdee454d04b,GM,casual,alta,False,La modernidad y bulliciosa Tokyo.,0.2282,0.2206,0.2706,0.0198,60.08,0.2757,0.2928
dfe2ccdee454d04b,GM,casual,alta,False,Monumento a la lealtad(47 Ronín).,0.2282,0.2206,0.2706,0.0198,60.08,0.2757,0.2928
783a751154083195,GM,diseno,alta,False,Minimalista se aprecia un gadget tecnológico. Contraste de colores resalntado del azul.,0.2959,0.1226,0.0581,0.0,250.83,0.464,0.1834
7bb801f88a444b6e,GM,diseno,media,True,Obra artesanal en fondo neutro con variedad de colores,0.7244,0.1976,0.0005,0.0002,349.97,0.1755,0.2545
225b3364bf132878,GM,diseno,alta,False,Imagen minimalista con contraste de colores y fondo neutro,0.6315,0.1782,0.0041,0.0032,14.91,0.2743,0.1438
da64c207c8c2edf1,GM,profesional,alta,False,"Es una composisición cuidada, con lineas de fuga. Se puede visualizar las dimensiones de la vías y el tamaño de la estación. Luz adecuada del sol.",0.5181,0.2322,0.0609,0.0285,215.12,0.2959,0.1186
83f6ec1efdb6e7de,GM,profesional,alta,False,Pesé a que la nitdidez y la luz no es la adecuada. Se puede ver o apreciar los puntos de fuga pudiendo tener noción de la demensiones del puente en comparación a la ciudad de Tokyo,0.4176,0.2774,0.1215,0.0009,211.24,0.1401,0.1438
541c4272ceed585b,GM,profesional,alta,False,Palacio del emperador en Tokyo. Se ven contrastes de colores entre las distintas estructuras(blanco y gris natural); los tres tercios estan en la fotografia.,0.3551,0.3033,0.1571,0.1606,64.13,0.3511,0.1739
c29065bbe01cb834,RN,casual,alta,False,"Registro espontáneo de un viaje urbano. Prioriza el valor afectivo sobre la técnica, resultando en sombras marcadas y luz dura, sin aislar al sujeto del desorden visual del fondo.",0.1744,0.2633,0.3348,0.0362,47.18,0.4894,0.3049
e7acfd34c603a341,RN,casual,alta,False,"Instantánea informal de un encuentro cotidiano. Se tomó sin planificar el encuadre ni la luz, expresando la calidez del recuerdo mediante la falta de reglas y la entropía del entorno.",0.3944,0.2073,0.081,0.0247,116.99,0.1864,0.1839
9b4ca6034efcdf37,RN,casual,alta,False,"Captura documental rápida en espacio público. Acepta el desenfoque parcial y las sombras naturales para compartir un momento  con amigos, sin pretensión estética ni búsqueda de encuadre formal.",0.2415,0.3074,0.2105,0.0894,214.55,0.3713,0.1819
d2dc28a74ea06842,RN,diseno,alta,False,"Composición cenital (flat lay) propia del minimalismo contemporáneo. Expone un fondo blanco con amplio espacio negativo e iluminación pareja, buscando construir una atmósfera limpia y cuidada más que contar una historia.",0.2382,0.1023,0.0089,0.0011,352.43,0.4176,0.5833
4d03e8564dbaf778,RN,diseno,alta,False,"Encuadre enfocado en la geometría y los objetos. Usa una paleta de tonos suaves y un desenfoque sutil para transmitir calma, logrando una estética estilizada mediante un orden deliberado y asimétrico.",0.2374,0.147,0.0111,0.017,354.14,0.3587,0.5757
753a4a5ce566a67c,RN,diseno,alta,False,"Búsqueda de un tono emotivo mediante luces claras y espacios limpios. Dispone los elementos y objetos en un entorno armónico, logrando una estética cuidada y aspiracional habitual en redes.",0.6007,0.2153,0.0254,0.0564,209.48,0.3478,0.1095
1332f2c2eeec6b1d,RN,profesional,alta,False,"Toma ajustada a las reglas técnicas tradicionales: nitidez en el sujeto principal, balance de blancos preciso y amplio rango tonal, revelando el uso de iluminación planificada y control de exposición",0.4401,0.2422,0.007,0.1265,173.78,0.2285,0.1186
fbe178dd286267d6,RN,profesional,alta,False,"Construida bajo la regla de los tercios y fondo desenfocado (bokeh). Controla el contraste y la distribución cromática para aislar el motivo, logrando una estampa visual limpia y bien ejecutada.",0.3968,0.2169,0.0236,0.0126,204.97,0.4319,0.1361
3ad1cbd756a9d04f,RN,profesional,alta,False,"Presenta  luz homogénea, asegurando una perspectiva profunda con colores fieles y sin dominantes indeseadas en toda la toma.",0.67,0.1722,0.0198,0.0005,214.01,0.2314,0.2405
a910a71422e08e26,AO,casual,alta,False,"La captura no respeta ninguna de las reglas de composición. Descuida el foco y la iluminación, asi como también el angulo de captura. Se hace notoria la falta de cuidado al momento de capturar la foto, por lo cual captura un momento de instantaneidad propia de las fotografía casual.",0.116,0.1742,0.4163,0.0044,246.71,0.4837,0.2262
896e154c74869e7c,AO,casual,baja,True,La foto no respeta la regla de los tercios y recorta parte del sujeto. Sin embargo tiene cierto cuidado con respecto a la iluminación.,0.3556,0.2728,0.1333,0.0311,119.98,0.2309,0.1637
d3b56af750149365,AO,casual,alta,False,La foto descuida el angulo de captura y no contiene un sujeto especifico. Captura el desorden de la ciudad desde un punto de vista descuidado,0.6734,0.2577,0.03,0.0013,84.8,0.1034,0.2431
52e7dc258e7b2904,AO,diseno,baja,True,"La iluminación apagada invita a una sensación de tranquilidad, lo cual cuida la estetica y la concordancia de la imagen.",0.3792,0.1737,0.203,0.0,39.53,0.4529,0.2643
cb51b3af0a42e2e4,AO,diseno,media,False,"Podría determinarse como 'foto producto'. Hace foco en el plato como principal sujeto e intencionalmente deja el resto desenfocado. Todo en la foto tiene un sentido, el fondo da contexto sin levarse la atención principal, el plato queda como sujeto principal y la vibración de los colores ayuda a retener la atención del espectador.",0.3469,0.2422,0.1557,0.0007,39.17,0.4602,0.119
54f4dc5807b1e1ad,AO,diseno,alta,False,"La captura genera al espectador un ambiente calido, mostrando el café en primer planto, el cesped de fondo con iluminación natural del sol.",0.4822,0.2405,0.0917,0.0015,108.99,0.5016,0.1077
48255459e442ae9b,AO,profesional,baja,True,Juega con toda la geometría de las edificaciones y la perspectiva de la captura. Se puede defirnir como caso borde porque no respeta del todo la regla de tercios ni cuida la alineación,0.2977,0.1619,0.194,0.0,206.9,0.5003,0.202
4e3c1b5e15e9dad5,AO,profesional,alta,False,"La imagen respeta la regla de los tercios, jugando a su vez con la profundidad colocando a distintos sujetos en distintas distancias al punto de toma. Cuida al mismo tiempo la alineación del encuadre.",0.4622,0.1964,0.0303,0.0,102.34,0.391,0.2428
ee45744093d2b088,AO,profesional,media,False,"La foto juega con la profundidad, colocando a los pescadores en el tercio inferior izquierdo y la ciudad de fondo. La iluminación recuerda a una estetica synthwave plasmada en una ciudad real.",0.3665,0.215,0.1163,0.0001,204.12,0.2908,0.3199
edf95c51b91ed672,VP,casual,alta,False,"Esta imagen se clasifica como fotografía casual porque captura un momento espontáneamente, un turista mirando la ciudad de Nueva York desde el World Trade Center. Su propósito es registrar una vivencia personal en un sitio icónico, donde la experiencia cotidiana importa más que el estricto control técnico. La ambigüedad que reconoce radica en que, aunque la foto se perciba como algo accidental e improvisado, en realidad responde a pautas culturales implícitas que dictan qué lugares vale la pena documentar y de qué forma hacerlo, transformando lo aparentemente espontáneo en un hábito aprendido.",0.637,0.2629,0.0289,0.0977,45.58,0.1418,0.1051
e274d8491a49af83,VP,casual,alta,False,"Esta imagen cumple con la clasificación de fotografía casual, ya que refleja una situación de recorrido por el Cementerio de la Recoleta, un transeúnte con auriculares y teléfono móvil caminando entre mausoleos, priorizando la captura del instante sobre la técnica. Manovich explica que estas tomas buscan registrar la experiencia cotidiana e itinerante en espacios icónicos dentro del «modo casero». La ambigüedad que reconoce el autor radica en que, aunque la foto parezca un evento fortuito y totalmente improvisado, sigue convenciones culturales aprendidas sobre qué lugares fotografiar.",0.4201,0.2384,0.0687,0.0586,57.51,0.1913,0.1215
a0cedbc649ee25ed,VP,casual,alta,False,"Esta imagen corresponde a la fotografía casual, ya que es un registro documental directo de un grafitti, sin intervención visual ni estilización. Fue tomada al encontrarla por casualidad en la calle, y me llamó la atención la ironía del texto, los dos escritos, los contrastes de colores y la variedad de lecturas que puede tener. Según Manovich, este tipo busca documentar un hallazgo cotidiano priorizando el testimonio sobre el rigor técnico (el encuadre no debería cortar la parte superior, lo ideal hubiera sido que el taxi no estuviera...). La ambigüedad que reconoce radica en que, aunque la toma parezca fortuita, responde a convenciones implícitas que filtran qué vale la pena fotografiar.",0.2307,0.2064,0.0363,0.0099,150.67,0.2617,0.4011
d08f6f455f659513,VP,diseno,alta,False,"Esta imagen cumple con la clasificación de fotografía de diseño, ya que enfoca la atención en la estructura geométrica y limpia de un jardín en azotea, integrando vegetación y arquitectura de forma altamente estilizada. Es un juego de líneas que pierde su realidad de edificio y se confunde con un dibujo geométrico. Según Lev Manovich, este tipo prioriza la estructura visual y el lenguaje del diseño gráfico, aplanando la perspectiva tridimensional. La ambigüedad que reconoce el autor radica en que estas imágenes tienen una inevitable variedad de dimensiones propias de la fotografía aunque busquen un abordaje más plano. Como dice Manovich "" La frontera entre lo auténtico y lo escenificado, lo improvisado y lo planeado no siempre es clara.""",0.4756,0.2237,0.0074,0.048,184.26,0.1671,0.0881
c745ae65e8952ede,VP,diseno,alta,False,"Esta imagen se clasifica dentro de la fotografía de diseño, ya que es una composición minimalista que juega con la textura de la piedra, la vegetación y la proyección de sombras. Genera un efecto de ""engaño"" en el que se puede confundir la sombra como si fuera generada por la cruz de la izquierda. Transmite un ambiente propicio para la contemplación. Manovich indica que este estilo prioriza la atmósfera y el diseño visual sobre el registro documental. La ambigüedad que reconoce radica en la tensión entre el fotorrealismo de la cámara y la abstracción buscada.",0.7717,0.2317,0.028,0.006,69.02,0.123,0.2973
83c406fc8c2017fe,VP,diseno,alta,False,"Esta imagen cumple con la clasificación de fotografía de diseño, pues transforma la naturaleza en una textura o patrón puramente visual, un patrón abstracto de líneas verticales (troncos) sobre un degradado de color suave rosa y celeste, privilegiando la atmósfera estética por encima del fotorrealismo clásico. Según Lev Manovich, este estilo busca un equilibrio entre la captura tridimensional de la cámara y el lenguaje visual del diseño gráfico. La ambigüedad que reconoce el autor radica en que estas imágenes habitan un espacio intermedio entre el fotorrealismo inevitable de la cámara y la abstracción geométrica, así como entre la vivencia genuina y la escenificación calculada.",0.7619,0.3834,0.2167,0.3364,254.9,0.2255,0.3368
eedc66f4dff30ac3,VP,profesional,media,True,"Esta imagen cumple con la clasificación de fotografía profesional, ya que es una foto que respeta la distribución de los tercios de manera un poco despareja, pero sí la ubicación del punto focal en un punto de intersección. Se destaca por el manejo de la iluminación, con un juego de luces y sombras en diferentes planos que genera un clima misterioso y muy bello. Según Lev Manovich, esta categoría se rige por las reglas académicas de la «buena fotografía», como la regla de los tercios y el equilibrio lumínico. La ambigüedad que reconoce el autor radica en que seguir estas normas formales no garantiza un valor artístico genuino, oscilando entre la mera imitación técnica y la búsqueda expresiva.",0.0389,0.1276,0.6462,0.0027,284.75,0.3219,0.6696
e757f4719f64dc1a,VP,profesional,alta,False,"Esta imagen responde a la fotografía profesional, ya que es una foto de composición muy clásica, respetando la regla de los 3 tercios, con un objeto en primer plano, el bote, que se integra temáticamente con el río y el puente en el fondo, inmerso en la niebla y con un leve desenfoque que marca la profundidad de campo. Lev Manovich define este tipo por la aplicación sistemática de las reglas tradicionales de la «buena fotografía». La ambigüedad que reconoce es que seguir estrictamente estos preceptos técnicos puede generar una imagen demasiado calculada que se transforme en algo homogéneo y nada creativo.",0.6273,0.2818,0.1391,0.0001,217.8,0.2046,0.2299
d00c2e36dd3deac2,VP,profesional,alta,False,"Esta imagen cumple con la fotografía profesional, pues es una foto que juega con el contraste de los colores para delimitar las secciones, resaltando el tercio inferior con las flores y el blanco de las paredes y el azul de las aberturas en el sector medio. También el farol, en un punto de intersección balancea con el contrapunto de los techos de tejas, que corta la línea inclinada sobre las aberturas con una pendiente descendente que vuelve la mirada hacia el centro de la foto. Manovich indica que este tipo aplica los tercios y líneas direccionales. La ambigüedad radica en que seguir estas normas no asegura valor artístico.",0.4081,0.2682,0.1376,0.0032,321.21,0.2835,0.1584
e609fbba99b86fea,DM,profesional,alta,False,"Esta foto tiene buena composición, luz natural y un paisaje bien equilibrado. El cactus en primer plano destaca y el atardecer de fondo le da profundidad y una sensación artística",0.4737,0.2799,0.0011,0.1255,81.31,0.202,0.1253
e9e082100927a678,DM,profesional,alta,False,"Aprovecha los reflejos neón/rojos sobre el asfalto mojado para crear un clima cinematográfico nocturno, sombrío y melancólico.",0.0715,0.1482,0.5818,0.0052,13.01,0.3256,0.5815
8499aa74824d1ac2,DM,profesional,alta,False,"Integra en un solo encuadre la naturaleza urbana, el colorido manto estacional del suelo y el patrimonio cultural (las estatuas de historieta), creando una escena cotidiana.",0.3854,0.2283,0.0711,0.0164,70.56,0.5725,0.0812
627eebcc19009bbc,DM,diseno,alta,False,"Destaca por una profundidad de campo precisa que aisla el sujeto, un esquema de iluminación limpio que resalta la textura de los componentes y una composición en diagonales pensada para la comunicación técnica o publicitaria",0.5016,0.2591,0.0512,0.027,228.07,0.3238,0.1267
f05ac88732350556,DM,diseno,alta,False,"Agrupa elementos culturales y orgánicos centrando la atención en el choque de texturas (la madera, el tejido de la canasta y el brillo de las semillas) para transmitir una estética de calidez y tradición.",0.5211,0.2416,0.0148,0.069,30.29,0.2619,0.0582
2fb2d21dc3fffebc,DM,diseno,alta,False,"El libro actúa como elemento principal de lectura inmediata en el primer plano izquierdo, mientras que el café, el agua y el mobiliario del fondo completan el contexto de la mesa.",0.4078,0.2195,0.054,0.0011,28.85,0.3715,0.1888
f229c10d545fe1d0,DM,diseno,alta,False,"Encarna la esencia de la captura documental hogareña, congelando un instante espontáneo, sincero y natural de la vida de campo o jardín.",0.5687,0.2453,0.0202,0.0574,95.31,0.4235,0.0662
27a455b82f1aab9e,DM,diseno,alta,False,"Es espontánea de la rutina diaria, capturando el contraste natural entre la luz dramática del cielo al atardecer y el asfalto mojado de la ciudad.",0.3666,0.2411,0.1569,0.0045,359.77,0.4167,0.0916
2fb99a00a841d253,DM,diseno,alta,False,"Registra un momento auténtico e imprevisto de la vida urbana, destacando la ternura y la tranquilidad de los animales en su entorno cotidiano sin intervenciones ni poses.",0.3693,0.2343,0.0782,0.0017,196.93,0.1872,0.1151
2ab281201312fecb,LP,casual,alta,False,Se captura un instante,0.5155,0.1949,0.0,0.0264,27.01,0.1478,0.1029
954d83367218a65c,LP,casual,alta,False,Se captura un instante,0.3488,0.2603,0.1055,0.0133,53.62,0.1955,0.1296
2c29b3aac351c060,LP,casual,alta,False,Se captura un instante,0.6589,0.1101,0.0001,0.0,291.66,0.137,0.4903
b52390d735a38167,LP,diseno,alta,False,Minimalismo global,0.5798,0.1612,0.0066,0.0002,87.94,0.2157,0.256
ccb7379d83ecac89,LP,diseno,alta,False,Minimalismo global,0.3568,0.204,0.1247,0.0,48.19,0.1676,0.1908
61bf3b0136855ec7,LP,diseno,alta,False,Minimalismo global,0.3952,0.1665,0.0618,0.0,51.91,0.1537,0.2974
4e3caac0483f56ec,LP,profesional,alta,False,"Cumple la regla de los tres tercios (suelo, montañas y tierra), tiene profundidad, es nitida, buena iluminacion y tiene lineas de fuga",0.3226,0.2501,0.0101,0.0128,9.47,0.2488,0.2312
c5bdfb3aed894a55,LP,profesional,alta,False,"Cumple la regla de los tres tercios (piedras, agua, bosque y cielo), tiene profundidad, es nitida, buena iluminacion y tiene lineas de fuga",0.5545,0.2372,0.0336,0.0319,88.2,0.178,0.1052
8b8785986a43c3b6,LP,profesional,alta,False,"Cumple la regla de los tres tercios (rocas, agua y montaña), tiene profundidad, es nitida, buena iluminacion y tiene lineas de fuga",0.4825,0.1798,0.02,0.0126,37.45,0.2731,0.0952
079b3400d6a52fda,SS,casual,alta,False,"La fotografía presenta el registro directo e informal de un entorno natural cotidiano, un árbol, capturado con luz natural y sin una puesta en escena ni posproducción. Se clasifica en la categoría casual por su carácter de toma instantánea y documental de la vida diaria, no hay una búsqueda de profesionalismo. No se tuvieron en cuenta reglas básicas de la fotografía, se buscó solo documentar el momento en un entorno natural. Esta simplicidad refuerza su carácter espontáneo en el registro cotidiano.",0.3865,0.1994,0.0559,0.0133,73.49,0.3956,0.0891
b0c7a2504d814937,SS,casual,media,True,"Registro directo de un entorno natural y árido, capturado con luz natural de día y sin una puesta en escena aparente ni producción técnica previa. Se clasifica en la categoría casual por su carácter de toma instantánea y documental de un paisaje, donde predomina la intención de registrar el entorno de manera informal.
La confianza media se debe al caso límite entre profesional y casual,  debido a la inclusión del cactus en el primer plano a la izquierda, ya que existe una composición deliberada para darle profundidad al paisaje. Asimismo, la amplitud del encuadre y el juego entre los cerros y el cielo hacen que el límite entre casual y profesional resulte difuso.",0.4139,0.1313,0.0093,0.0,177.0,0.4234,0.1129
59bf4fcdce804260,SS,casual,alta,False,"Se registra un mural o graffiti urbano capturado al pasar, con el objetivo de documentar el hallazgo fortuito en la vía pública. No se tuvieron en cuenta reglas técnicas ni compositivas avanzadas, sólo se buscó dejar evidencia visual de la obra. Si bien se tuvo en cuenta el encuadre para centrar la figura sobre la esquina del muro, no considero que existan elementos estéticos o de producción suficientes para clasificarla en una categoría diferente. Esta simplicidad y falta de artificio refuerzan su carácter de registro casual e informal.",0.6524,0.1983,0.0417,0.0009,41.54,0.1894,0.4669
cb7725108a35d168,SS,diseno,alta,False,"La fotografía presenta una disposición cuidada y preconcebida de objetos cotidianos (un conjunto de marcadores de colores agrupados vistos desde una perspectiva cenital sobre una tela con un patrón determinado). Se clasifica en la categoría diseño porque evidencia una intención estética previa, donde hay una selección de elementos, un ordenamiento espacial deliberado y una búsqueda de armonía visual. Se buscó disponer de los elementos a fin de obtener esa vista cenital, desenfoque del fondo y retratar el patrón que forman las tapas.",0.5658,0.2001,0.0763,0.0,358.24,0.2371,0.2139
0cb757db5a1352c6,SS,diseno,alta,False,"Es catalogada de esta manera ya que muestra una intención estética previa. Los objetos (cubiertos de madera, cuchara de silicona, recipiente y huevos) fueron escogidos intencionalmente de un conjunto de posibilidades para articular una paleta de colores unificada en tonos cálidos y neutros, en consonancia con la textura de la madera de fondo. La disposición espacial responde a un principio de orden y armonía visual, donde cada elemento funciona como un módulo independiente dentro de una grilla implícita. Se buscó además difuminar la luz cálida para evitar mayormente las sombras que pudieran introducir ruido visual.",0.5082,0.158,0.0066,0.0002,14.07,0.419,0.1328
76433f9644d76a15,SS,diseno,media,True,"Esta fotografía está tomada en un entorno natural, si embargo hay intensionalidad en el cactus fotografiado, la perspectiva y marcar el contraste con el cielo. Se utilizó un ángulo en cotrapicado, que resalta las curvas del cactus contra el fondo, utilizando el cielo azul y las nubes como un fondo contratado y limpio. La ambiguedad en esta foto se debe a que podría catalogar como profesional por la nitidez del detalle en las texturas, el control de la exposición solar sin zonas sobreexpuestas, y la composición estilo fotografía editorial.",0.4777,0.2032,0.0473,0.0006,228.7,0.2703,0.1327
ed1e9a697eb402be,SS,profesional,alta,False,"Esta fotografía fue tomada intensionalmente tomando en cuenta algunos criterios. Mostrar por un lado el foco en el objeto de interés (el rosario), lograr un enfoque nítido sobre la rama y el rosario, eliminando el ruido que pudiera ocacionar el fondo y guiando la mirada del espectador a ese punto. Se buscó un angulo determinado, de manera que el alambrado enmarque la escena. Además se intentó lograr un equilibrio en la nitidez para resaltar los destellos metálicos, pero también buscando se noten las flores fuera de foco.",0.3678,0.1372,0.0226,0.0008,75.75,0.5393,0.1337
11dbbe4d0c75ea0e,SS,profesional,media,True,"Esta fotografía fue tomada intencionalmente tomando en cuenta varios criterios. Se buscó retratar la textura y el detalle del muro de adobe en sombras sin perder la definición ni quemar el paisaje iluminado del fondo. Además, se cuidó la nitidez para registrar con fidelidad la arquitectura tradicional y el entorno natural, respondiendo a los estándares de una toma documental o editorial de nivel profesional. Hay intensionalidad en la disposición de lo que se enmarca y el ""lado"" desde el que fue sacada la fotografía. Permitiendo que se observen los cerros y las banderas. Presenta una ambigüedad que la aproxima a la categoría de diseño por la utilización intensional del marco natural.",0.312,0.1628,0.0141,0.0003,22.87,0.2479,0.1817
cb3b0c948cb08aa9,SS,profesional,alta,False,"Esta fotografía fue tomada intencionalmente tomando en cuenta varios criterios para enmarcarse en la categoría profesional. Se buscó un control preciso de la exposición para resolver una superficie blanca de gran reflectancia bajo el sol directo, manteniendo la nitidez en las texturas de la pared de adobe sin quemar las altas luces. Además, se cuidó el la nitidez para conservar los detalles y la fidelidad del entorno, logrando que tanto el azul del cielo como la textura de los escalones de piedra y el grabado histórico (""1940"") queden expuestos de forma equilibrada. Además se tuvo en cuenta el ángulo y los puntos de fuga.",0.4984,0.184,0.0198,0.0028,200.77,0.2204,0.1356
c9189ae0c1687c1e,MBD,casual,alta,False,"Esta foto la tome cuando sali a pasear a mi perrita a la plaza , fue una foto espontanea.",0.5162,0.2598,0.0665,0.0659,59.31,0.3062,0.08
c9189ae0c1687c1e,MBD,casual,alta,False,Esta es una foto  espontanea de una tarde de merienda. La luz es calida propia del lugar. Los objetos estan amontonados sin un orden  y tampoco estaba pensado el encuadre.,0.5162,0.2598,0.0665,0.0659,59.31,0.3062,0.08
1bcaf83270a10bf1,MBD,casual,alta,False,Esta foto la saque al paso es un pato en un lago.,0.5652,0.1187,0.0018,0.0118,54.95,0.2897,0.3174
a2c15d39e467e43b,MBD,profesional,,,,0.489,0.1711,0.0273,0.0025,206.61,0.3514,0.2438
6c6a04de59d4952a,MBD,profesional,,,,0.6381,0.2004,0.0243,0.0205,148.12,0.3734,0.0971
2ca8f9adda33e4b1,MBD,profesional,,,,0.4729,0.1392,0.0213,0.0032,211.17,0.366,0.2551
8e4ce330b9f4502c,MBD,diseno,,,,0.1767,0.1983,0.0298,0.0002,39.69,0.4895,0.2562
69513c6f74f1845b,MBD,diseno,,,,0.2271,0.1663,0.0059,0.0017,27.12,0.2071,0.438
3261d38ec160026f,MBD,diseno,,,,0.6228,0.2387,0.0527,0.0,25.64,0.1495,0.402
30747585c90cd4b2,LPG,casual,alta,False,"Registra un momento pasajero sin buscar ninguna perfección técnica. La luz dura genera sombras accidentales y el encuadre ignora los cánones de belleza académica, funcionando como un simple documento de lo ordinario.",0.4667,0.1473,0.0101,0.0053,114.1,0.1436,0.179
dd708ec6ba768779,LPG,casual,alta,False,"Documenta una sorpresa mundana, priorizando el registro de lo no-notable por encima de la geometría armónica. La iluminación no está controlada y el encuadre incluye hojas distractivas, alejándose de una imagen comercialmente limpia. Su ambigüedad surge al imitar los códigos de la macrofotografía científica.",0.4144,0.2535,0.0971,0.0335,57.31,0.4828,0.078
aa450afd32d7f33c,LPG,casual,alta,False,"El encuadre rápido incorpora ramas, texturas desordenadas y hojas, ignorando deliberadamente la necesidad de aislar al sujeto principal o mantener la nivelación. La ambigüedad de esta captura se manifiesta en su tensión temática.",0.3727,0.1798,0.0068,0.0184,104.71,0.2805,0.1064
23cddcbe97159152,LPG,profesional,alta,False,"Transforma un entorno natural en una estructura de precisión geométrica. Las cañas de bambú actúan como líneas verticales perfectamente alineadas que dominan el encuadre, demostrando una intención de control absoluto y un enfoque crítico auditable. Además, presenta un rango tonal equilibrado que evita luces quemadas en el dosel superior. La ambigüedad de la imagen reside en la tensión entre el sujeto y el tratamiento técnico.",0.372,0.2245,0.0325,0.0491,82.61,0.3364,0.0996
e76f4941dc270e9b,LPG,profesional,media,True,"El gran espacio del cielo y el reflejo sereno insinuaban el minimalismo global y el ""sostoyanie"" propios de la mirada estilizada. Sin embargo, se asignó definitivamente a la categoría profesional porque su valor principal radica en la estricta estructuración geométrica y la nivelación perfecta del muro de piedra, demostrando un control técnico auditable.",0.2991,0.2388,0.1105,0.0001,60.81,0.2616,0.1767
8acbcffe20643921,LPG,profesional,alta,False,"Logra una neutralidad tonal ideal y un balance cromático que representa fielmente el entorno sin dominantes artificiales. La exposición equilibrada preserva información tanto en la vegetación oscura como en el cielo, mientras mantiene un enfoque crítico impecable sobre los detalles arquitectónicos del templo. Su ambigüedad conceptual nace del recorte cuadrado limitante aplicado a un paisaje naturalmente panorámico.",0.4445,0.2974,0.0324,0.1769,82.01,0.242,0.1771
2d1d4c4a549e4f2c,LPG,diseno,alta,False,"Se clasificó como fotografía de diseño por su evidente uso de la ""inmersión del cuerpo"". La presencia de la mano sosteniendo la bebida invita directamente al espectador a habitar ese estilo de vida. Además, se apropia de los límites de interfaz al utilizar el formato cuadrado de redes sociales, sustituyendo la narrativa por una atmósfera urbana nocturna.",0.3138,0.174,0.1087,0.0015,10.32,0.2604,0.2526
37af1ac367a234c3,LPG,diseno,alta,False,"Se asignó a la mirada estilizada porque aplica el ""Instagramismo"" al aislar un objeto de consumo. Su encuadre cuadrado refuerza los límites de interfaz de las plataformas. La ambigüedad surge del choque entre el fondo desordenado y el primer plano curado.",0.4598,0.2088,0.0478,0.0043,41.4,0.321,0.1012
7ca44e14b7b4eca0,LPG,diseno,alta,False,"Emplea la inmersión corporal para conectar con la audiencia e invitarla a habitar ese estilo de vida, utilizando un formato cuadrado propio de las interfaces digitales.",0.5765,0.2478,0.0081,0.1099,62.06,0.2561,0.0985
