id_imagen,autor_id,tipo_manovich,confianza_etiqueta,caso_limite,justificacion_etiqueta
a910a71422e08e26,AO,casual,alta,NO,"La captura no respeta ninguna de las reglas de composición. Descuida el foco y la iluminación, asi como también el angulo de captura. Se hace notoria la falta de cuidado al momento de capturar la foto, por lo cual captura un momento de instantaneidad propia de las fotografía casual."
896e154c74869e7c,AO,casual,baja,SI,La foto no respeta la regla de los tercios y recorta parte del sujeto. Sin embargo tiene cierto cuidado con respecto a la iluminación.
d3b56af750149365,AO,casual,alta,NO,La foto descuida el angulo de captura y no contiene un sujeto especifico. Captura el desorden de la ciudad desde un punto de vista descuidado
52e7dc258e7b2904,AO,diseño,baja,SI,"La iluminación apagada invita a una sensación de tranquilidad, lo cual cuida la estetica y la concordancia de la imagen. "
cb51b3af0a42e2e4,AO,diseño,media,NO,"Podría determinarse como 'foto producto'. Hace foco en el plato como principal sujeto e intencionalmente deja el resto desenfocado. Todo en la foto tiene un sentido, el fondo da contexto sin levarse la atención principal, el plato queda como sujeto principal y la vibración de los colores ayuda a retener la atención del espectador."
54f4dc5807b1e1ad,AO,diseño,alta,NO,"La captura genera al espectador un ambiente calido, mostrando el café en primer planto, el cesped de fondo con iluminación natural del sol."
48255459e442ae9b,AO,profesional,baja,SI,Juega con toda la geometría de las edificaciones y la perspectiva de la captura. Se puede defirnir como caso borde porque no respeta del todo la regla de tercios ni cuida la alineación
4e3c1b5e15e9dad5,AO,profesional,alta,NO,"La imagen respeta la regla de los tercios, jugando a su vez con la profundidad colocando a distintos sujetos en distintas distancias al punto de toma. Cuida al mismo tiempo la alineación del encuadre."
ee45744093d2b088,AO,profesional,media,NO,"La foto juega con la profundidad, colocando a los pescadores en el tercio inferior izquierdo y la ciudad de fondo. La iluminación recuerda a una estetica synthwave plasmada en una ciudad real."
edf95c51b91ed672,VP,casual,alta,NO,"Esta imagen se clasifica como fotografía casual porque captura un momento espontáneamente, un turista mirando la ciudad de Nueva York desde el World Trade Center. Su propósito es registrar una vivencia personal en un sitio icónico, donde la experiencia cotidiana importa más que el estricto control técnico. La ambigüedad que reconoce radica en que, aunque la foto se perciba como algo accidental e improvisado, en realidad responde a pautas culturales implícitas que dictan qué lugares vale la pena documentar y de qué forma hacerlo, transformando lo aparentemente espontáneo en un hábito aprendido."
e274d8491a49af83,VP,casual,alta,NO,"Esta imagen cumple con la clasificación de fotografía casual, ya que refleja una situación de recorrido por el Cementerio de la Recoleta, un transeúnte con auriculares y teléfono móvil caminando entre mausoleos, priorizando la captura del instante sobre la técnica. Manovich explica que estas tomas buscan registrar la experiencia cotidiana e itinerante en espacios icónicos dentro del «modo casero». La ambigüedad que reconoce el autor radica en que, aunque la foto parezca un evento fortuito y totalmente improvisado, sigue convenciones culturales aprendidas sobre qué lugares fotografiar."
a0cedbc649ee25ed,VP,casual,alta,NO,"Esta imagen corresponde a la fotografía casual, ya que es un registro documental directo de un grafitti, sin intervención visual ni estilización. Fue tomada al encontrarla por casualidad en la calle, y me llamó la atención la ironía del texto, los dos escritos, los contrastes de colores y la variedad de lecturas que puede tener. Según Manovich, este tipo busca documentar un hallazgo cotidiano priorizando el testimonio sobre el rigor técnico (el encuadre no debería cortar la parte superior, lo ideal hubiera sido que el taxi no estuviera...). La ambigüedad que reconoce radica en que, aunque la toma parezca fortuita, responde a convenciones implícitas que filtran qué vale la pena fotografiar."
d08f6f455f659513,VP,diseño,alta,NO,"Esta imagen cumple con la clasificación de fotografía de diseño, ya que enfoca la atención en la estructura geométrica y limpia de un jardín en azotea, integrando vegetación y arquitectura de forma altamente estilizada. Es un juego de líneas que pierde su realidad de edificio y se confunde con un dibujo geométrico. Según Lev Manovich, este tipo prioriza la estructura visual y el lenguaje del diseño gráfico, aplanando la perspectiva tridimensional. La ambigüedad que reconoce el autor radica en que estas imágenes tienen una inevitable variedad de dimensiones propias de la fotografía aunque busquen un abordaje más plano. Como dice Manovich "" La frontera entre lo auténtico y lo escenificado, lo improvisado y lo planeado no siempre es clara."""
c745ae65e8952ede,VP,diseño,alta,NO,"Esta imagen se clasifica dentro de la fotografía de diseño, ya que es una composición minimalista que juega con la textura de la piedra, la vegetación y la proyección de sombras. Genera un efecto de ""engaño"" en el que se puede confundir la sombra como si fuera generada por la cruz de la izquierda. Transmite un ambiente propicio para la contemplación. Manovich indica que este estilo prioriza la atmósfera y el diseño visual sobre el registro documental. La ambigüedad que reconoce radica en la tensión entre el fotorrealismo de la cámara y la abstracción buscada."
83c406fc8c2017fe,VP,diseño,alta,NO,"Esta imagen cumple con la clasificación de fotografía de diseño, pues transforma la naturaleza en una textura o patrón puramente visual, un patrón abstracto de líneas verticales (troncos) sobre un degradado de color suave rosa y celeste, privilegiando la atmósfera estética por encima del fotorrealismo clásico. Según Lev Manovich, este estilo busca un equilibrio entre la captura tridimensional de la cámara y el lenguaje visual del diseño gráfico. La ambigüedad que reconoce el autor radica en que estas imágenes habitan un espacio intermedio entre el fotorrealismo inevitable de la cámara y la abstracción geométrica, así como entre la vivencia genuina y la escenificación calculada."
eedc66f4dff30ac3,VP,profesional,media,SI,"Esta imagen cumple con la clasificación de fotografía profesional, ya que es una foto que respeta la distribución de los tercios de manera un poco despareja, pero sí la ubicación del punto focal en un punto de intersección. Se destaca por el manejo de la iluminación, con un juego de luces y sombras en diferentes planos que genera un clima misterioso y muy bello. Según Lev Manovich, esta categoría se rige por las reglas académicas de la «buena fotografía», como la regla de los tercios y el equilibrio lumínico. La ambigüedad que reconoce el autor radica en que seguir estas normas formales no garantiza un valor artístico genuino, oscilando entre la mera imitación técnica y la búsqueda expresiva."
e757f4719f64dc1a,VP,profesional,alta,NO,"Esta imagen responde a la fotografía profesional, ya que es una foto de composición muy clásica, respetando la regla de los 3 tercios, con un objeto en primer plano, el bote, que se integra temáticamente con el río y el puente en el fondo, inmerso en la niebla y con un leve desenfoque que marca la profundidad de campo. Lev Manovich define este tipo por la aplicación sistemática de las reglas tradicionales de la «buena fotografía». La ambigüedad que reconoce es que seguir estrictamente estos preceptos técnicos puede generar una imagen demasiado calculada que se transforme en algo homogéneo y nada creativo."
d00c2e36dd3deac2,VP,profesional,alta,NO,"Esta imagen cumple con la fotografía profesional, pues es una foto que juega con el contraste de los colores para delimitar las secciones, resaltando el tercio inferior con las flores y el blanco de las paredes y el azul de las aberturas en el sector medio. También el farol, en un punto de intersección balancea con el contrapunto de los techos de tejas, que corta la línea inclinada sobre las aberturas con una pendiente descendente que vuelve la mirada hacia el centro de la foto. Manovich indica que este tipo aplica los tercios y líneas direccionales. La ambigüedad radica en que seguir estas normas no asegura valor artístico."
e609fbba99b86fea,DM,profesional,alta,NO,"Esta foto tiene buena composición, luz natural y un paisaje bien equilibrado. El cactus en primer plano destaca y el atardecer de fondo le da profundidad y una sensación artística"
e9e082100927a678,DM,profesional,alta,NO,"Aprovecha los reflejos neón/rojos sobre el asfalto mojado para crear un clima cinematográfico nocturno, sombrío y melancólico."
8499aa74824d1ac2,DM,profesional,alta,NO,"Integra en un solo encuadre la naturaleza urbana, el colorido manto estacional del suelo y el patrimonio cultural (las estatuas de historieta), creando una escena cotidiana."
627eebcc19009bbc,DM,diseño,alta,NO,"Destaca por una profundidad de campo precisa que aisla el sujeto, un esquema de iluminación limpio que resalta la textura de los componentes y una composición en diagonales pensada para la comunicación técnica o publicitaria"
f05ac88732350556,DM,diseño,alta,NO,"Agrupa elementos culturales y orgánicos centrando la atención en el choque de texturas (la madera, el tejido de la canasta y el brillo de las semillas) para transmitir una estética de calidez y tradición."
2fb2d21dc3fffebc,DM,diseño,alta,NO,"El libro actúa como elemento principal de lectura inmediata en el primer plano izquierdo, mientras que el café, el agua y el mobiliario del fondo completan el contexto de la mesa."
f229c10d545fe1d0,DM,diseño,alta,NO,"Encarna la esencia de la captura documental hogareña, congelando un instante espontáneo, sincero y natural de la vida de campo o jardín."
27a455b82f1aab9e,DM,diseño,alta,NO,"Es espontánea de la rutina diaria, capturando el contraste natural entre la luz dramática del cielo al atardecer y el asfalto mojado de la ciudad."
2fb99a00a841d253,DM,diseño,alta,NO,"Registra un momento auténtico e imprevisto de la vida urbana, destacando la ternura y la tranquilidad de los animales en su entorno cotidiano sin intervenciones ni poses."
2ab281201312fecb,LP,casual,alta,NO,Se captura un instante
954d83367218a65c,LP,casual,alta ,NO,Se captura un instante
2c29b3aac351c060,LP,casual,alta,NO,Se captura un instante
b52390d735a38167,LP,diseño,alta,NO,Minimalismo global
ccb7379d83ecac89,LP,diseño,alta,NO,Minimalismo global
61bf3b0136855ec7,LP,diseño,alta,NO,Minimalismo global
4e3caac0483f56ec,LP,profesional,alta,NO,"Cumple la regla de los tres tercios (suelo, montañas y tierra), tiene profundidad, es nitida, buena iluminacion y tiene lineas de fuga"
c5bdfb3aed894a55,LP,profesional,alta,NO,"Cumple la regla de los tres tercios (piedras, agua, bosque y cielo), tiene profundidad, es nitida, buena iluminacion y tiene lineas de fuga"
8b8785986a43c3b6,LP,profesional,alta,NO,"Cumple la regla de los tres tercios (rocas, agua y montaña), tiene profundidad, es nitida, buena iluminacion y tiene lineas de fuga"
079b3400d6a52fda,SS,casual,alta,NO,"La fotografía presenta el registro directo e informal de un entorno natural cotidiano, un árbol, capturado con luz natural y sin una puesta en escena ni posproducción. Se clasifica en la categoría casual por su carácter de toma instantánea y documental de la vida diaria, no hay una búsqueda de profesionalismo. No se tuvieron en cuenta reglas básicas de la fotografía, se buscó solo documentar el momento en un entorno natural. Esta simplicidad refuerza su carácter espontáneo en el registro cotidiano."
b0c7a2504d814937,SS,casual,media,SI,"Registro directo de un entorno natural y árido, capturado con luz natural de día y sin una puesta en escena aparente ni producción técnica previa. Se clasifica en la categoría casual por su carácter de toma instantánea y documental de un paisaje, donde predomina la intención de registrar el entorno de manera informal.
La confianza media se debe al caso límite entre profesional y casual,  debido a la inclusión del cactus en el primer plano a la izquierda, ya que existe una composición deliberada para darle profundidad al paisaje. Asimismo, la amplitud del encuadre y el juego entre los cerros y el cielo hacen que el límite entre casual y profesional resulte difuso."
59bf4fcdce804260,SS,casual,alta,NO,"Se registra un mural o graffiti urbano capturado al pasar, con el objetivo de documentar el hallazgo fortuito en la vía pública. No se tuvieron en cuenta reglas técnicas ni compositivas avanzadas, sólo se buscó dejar evidencia visual de la obra. Si bien se tuvo en cuenta el encuadre para centrar la figura sobre la esquina del muro, no considero que existan elementos estéticos o de producción suficientes para clasificarla en una categoría diferente. Esta simplicidad y falta de artificio refuerzan su carácter de registro casual e informal."
cb7725108a35d168,SS,diseño,alta,NO,"La fotografía presenta una disposición cuidada y preconcebida de objetos cotidianos (un conjunto de marcadores de colores agrupados vistos desde una perspectiva cenital sobre una tela con un patrón determinado). Se clasifica en la categoría diseño porque evidencia una intención estética previa, donde hay una selección de elementos, un ordenamiento espacial deliberado y una búsqueda de armonía visual. Se buscó disponer de los elementos a fin de obtener esa vista cenital, desenfoque del fondo y retratar el patrón que forman las tapas."
0cb757db5a1352c6,SS,diseño,alta,NO,"Es catalogada de esta manera ya que muestra una intención estética previa. Los objetos (cubiertos de madera, cuchara de silicona, recipiente y huevos) fueron escogidos intencionalmente de un conjunto de posibilidades para articular una paleta de colores unificada en tonos cálidos y neutros, en consonancia con la textura de la madera de fondo. La disposición espacial responde a un principio de orden y armonía visual, donde cada elemento funciona como un módulo independiente dentro de una grilla implícita. Se buscó además difuminar la luz cálida para evitar mayormente las sombras que pudieran introducir ruido visual."
76433f9644d76a15,SS,diseño,media,SI,"Esta fotografía está tomada en un entorno natural, si embargo hay intensionalidad en el cactus fotografiado, la perspectiva y marcar el contraste con el cielo. Se utilizó un ángulo en cotrapicado, que resalta las curvas del cactus contra el fondo, utilizando el cielo azul y las nubes como un fondo contratado y limpio. La ambiguedad en esta foto se debe a que podría catalogar como profesional por la nitidez del detalle en las texturas, el control de la exposición solar sin zonas sobreexpuestas, y la composición estilo fotografía editorial."
ed1e9a697eb402be,SS,profesional,alta,NO,"Esta fotografía fue tomada intensionalmente tomando en cuenta algunos criterios. Mostrar por un lado el foco en el objeto de interés (el rosario), lograr un enfoque nítido sobre la rama y el rosario, eliminando el ruido que pudiera ocacionar el fondo y guiando la mirada del espectador a ese punto. Se buscó un angulo determinado, de manera que el alambrado enmarque la escena. Además se intentó lograr un equilibrio en la nitidez para resaltar los destellos metálicos, pero también buscando se noten las flores fuera de foco."
11dbbe4d0c75ea0e,SS,profesional,media,SI,"Esta fotografía fue tomada intencionalmente tomando en cuenta varios criterios. Se buscó retratar la textura y el detalle del muro de adobe en sombras sin perder la definición ni quemar el paisaje iluminado del fondo. Además, se cuidó la nitidez para registrar con fidelidad la arquitectura tradicional y el entorno natural, respondiendo a los estándares de una toma documental o editorial de nivel profesional. Hay intensionalidad en la disposición de lo que se enmarca y el ""lado"" desde el que fue sacada la fotografía. Permitiendo que se observen los cerros y las banderas. Presenta una ambigüedad que la aproxima a la categoría de diseño por la utilización intensional del marco natural."
cb3b0c948cb08aa9,SS,profesional,alta,NO,"Esta fotografía fue tomada intencionalmente tomando en cuenta varios criterios para enmarcarse en la categoría profesional. Se buscó un control preciso de la exposición para resolver una superficie blanca de gran reflectancia bajo el sol directo, manteniendo la nitidez en las texturas de la pared de adobe sin quemar las altas luces. Además, se cuidó el la nitidez para conservar los detalles y la fidelidad del entorno, logrando que tanto el azul del cielo como la textura de los escalones de piedra y el grabado histórico (""1940"") queden expuestos de forma equilibrada. Además se tuvo en cuenta el ángulo y los puntos de fuga.
"
c9189ae0c1687c1e,MBD,casual,alta,NO,"Esta foto la tome cuando sali a pasear a mi perrita a la plaza , fue una foto espontanea."
c9189ae0c1687c1e,MBD,casual,alta,NO,Esta es una foto  espontanea de una tarde de merienda. La luz es calida propia del lugar. Los objetos estan amontonados sin un orden  y tampoco estaba pensado el encuadre.
1bcaf83270a10bf1,MBD,casual,alta,no,Esta foto la saque al paso es un pato en un lago.
a2c15d39e467e43b,MBD,profesional,,,
6c6a04de59d4952a,MBD,profesional,,,
2ca8f9adda33e4b1,MBD,profesional,,,
8e4ce330b9f4502c,MBD,diseño,,,
69513c6f74f1845b,MBD,diseño,,,
3261d38ec160026f,MBD,diseño,,,
30747585c90cd4b2,LPG,casual,alta,no,"Registra un momento pasajero sin buscar ninguna perfección técnica. La luz dura genera sombras accidentales y el encuadre ignora los cánones de belleza académica, funcionando como un simple documento de lo ordinario."
dd708ec6ba768779,LPG,casual,alta,no,"Documenta una sorpresa mundana, priorizando el registro de lo no-notable por encima de la geometría armónica. La iluminación no está controlada y el encuadre incluye hojas distractivas, alejándose de una imagen comercialmente limpia. Su ambigüedad surge al imitar los códigos de la macrofotografía científica."
aa450afd32d7f33c,LPG,casual,alta,no,"El encuadre rápido incorpora ramas, texturas desordenadas y hojas, ignorando deliberadamente la necesidad de aislar al sujeto principal o mantener la nivelación. La ambigüedad de esta captura se manifiesta en su tensión temática."
23cddcbe97159152,LPG,profesional,alta,no,"Transforma un entorno natural en una estructura de precisión geométrica. Las cañas de bambú actúan como líneas verticales perfectamente alineadas que dominan el encuadre, demostrando una intención de control absoluto y un enfoque crítico auditable. Además, presenta un rango tonal equilibrado que evita luces quemadas en el dosel superior. La ambigüedad de la imagen reside en la tensión entre el sujeto y el tratamiento técnico."
e76f4941dc270e9b,LPG,profesional,media,si,"El gran espacio del cielo y el reflejo sereno insinuaban el minimalismo global y el ""sostoyanie"" propios de la mirada estilizada. Sin embargo, se asignó definitivamente a la categoría profesional porque su valor principal radica en la estricta estructuración geométrica y la nivelación perfecta del muro de piedra, demostrando un control técnico auditable."
8acbcffe20643921,LPG,profesional,alta,no,"Logra una neutralidad tonal ideal y un balance cromático que representa fielmente el entorno sin dominantes artificiales. La exposición equilibrada preserva información tanto en la vegetación oscura como en el cielo, mientras mantiene un enfoque crítico impecable sobre los detalles arquitectónicos del templo. Su ambigüedad conceptual nace del recorte cuadrado limitante aplicado a un paisaje naturalmente panorámico."
2d1d4c4a549e4f2c,LPG,diseño,alta,no,"Se clasificó como fotografía de diseño por su evidente uso de la ""inmersión del cuerpo"". La presencia de la mano sosteniendo la bebida invita directamente al espectador a habitar ese estilo de vida. Además, se apropia de los límites de interfaz al utilizar el formato cuadrado de redes sociales, sustituyendo la narrativa por una atmósfera urbana nocturna."
37af1ac367a234c3,LPG,diseño,alta,no,"Se asignó a la mirada estilizada porque aplica el ""Instagramismo"" al aislar un objeto de consumo. Su encuadre cuadrado refuerza los límites de interfaz de las plataformas. La ambigüedad surge del choque entre el fondo desordenado y el primer plano curado."
7ca44e14b7b4eca0,LPG,diseño,alta,no,"Emplea la inmersión corporal para conectar con la audiencia e invitarla a habitar ese estilo de vida, utilizando un formato cuadrado propio de las interfaces digitales."
0c8f605eae5227b6,GHM,casual,alta,no,"Parrigas: La saqué apurado, antes de tirar la carne a la parrilla improvisada que armé con una llanta vieja sobre la hornalla: quería mandarle la foto a mi vieja para mostrarle el asado de olla que estaba preparando. El encuadre es cenital porque fue la única forma de que entraran los seis cortes en el cuadro, sin pensar un segundo en composición: quedan amontonados y el borde de la llanta corta la imagen de forma pareja, pero por casualidad, no por decisión."
b5b96d793df13694,GHM,casual,alta,no,"Café robotico: La saqué con una mano mientras sostenía el café, casi sin mirar el visor, para mandarle la foto a un grupo y mostrar dónde estaba parado en ese momento. El fondo con el brazo robótico y la bandera quedó desenfocado y cortado sin ninguna intención, es lo que entraba en el cuadro estando ahí parado. No hay control de luz ni de encuadre: el vaso tapa buena parte de la escena y la composición es la que da el gesto natural de sacar una foto rápida. La asigno casual con confianza alta porque el único fin fue dejar registro del momento, no construir una imagen."
43d84889e50384e5,GHM,casual,alta,no,"Açaí: La saqué apenas me trajeron el açaí, antes de empezar a comerlo, para mandarle la foto a mi familia y mostrarles la merienda. El ángulo cenital es el que da agarrar el vaso con una mano y la cámara con la otra, sin pensar en el fondo ni en la luz de la mesa. La cuchara clavada en el medio no es una decisión compositiva, es simplemente cómo había quedado después de revolver. La asigno casual con confianza alta porque fue un registro espontáneo de algo que estaba por comer, sin ninguna intención estética detrás."
c8a5046e8addc35b,GHM,diseño,alta,no,"Toallasaurio: Me crucé esta toalla doblada como un dinosaurio al entrar a la habitación del hotel y paré todo para fotografiarla porque me interesó la forma en sí, no el objeto que representa. Elegí un ángulo bajo y lateral para que el cuello se recortara contra la pared lisa y casi vacía, que funciona como fondo neutro y deja que la silueta sea la protagonista absoluta. Encuadré buscando que el resto del cuarto quedara en segundo plano, aunque se cuelen la mesa de luz y los almohadones al costado. Lo pensé como una composición de curvas y textura contra una superficie plana. La asigno diseño con confianza alta porque la intención fue tratar el pliegue como una escultura, no registrar la habitación."
af8ce83f45e12ddd,GHM,diseño,alta,no,"Los tres tragos: Quedaron alineados en la barra por casualidad del pedido, pero cuando los vi así, en fila y con esa gradación de colores —blanco, naranja y transparente— paré a fotografiarlos antes de tocarlos. Bajé la cámara casi a la altura de la barra y busqué el ángulo donde los tres vasos, con esa forma de cintura marcada, se recortaran contra el mármol oscuro y sus propios reflejos. El primer plano desenfocado del trago naranja genera profundidad y guía la mirada hacia los otros dos. La asigno diseño con confianza alta porque la intención fue jugar con la forma y el color de los vasos, no documentar la bebida."
e1e3c32107715633,GHM,diseño,alta,no,"Tortuga de plastico: Me crucé esta réplica de tortuga marina en un puesto educativo de la playa y me llamó la atención la textura del caparazón y cómo quedaba apoyada sobre la arena, casi como si estuviera enterrando huevos de verdad. Bajé la cámara a la altura del animal para que ocupara el centro del cuadro y el fondo con los carteles y las palmeras quedara como contexto secundario, sin protagonismo. Elegí ese punto de vista bajo para exagerar el volumen de la figura contra la arena texturada. La asigno diseño con confianza alta porque la intención fue tratarla como un objeto escultórico dentro del paisaje, no registrar la instalación educativa."
c4c0b7e19cd15c05,GHM,profesional,alta,no,"La playa: Elegí ese momento exacto del amanecer porque el sol bajo genera un contraluz que recorta mi silueta contra el horizonte y evita cualquier sombra dura sobre la arena. Bajé la cámara casi a la altura de las rodillas para que el plano de arena en primer plano ocupara buena parte del cuadro y el horizonte quedara alto, dándole peso a las nubes iluminadas desde abajo. Esperé a que rompiera una ola para que hubiera movimiento en el agua sin perder nitidez en el resto de la escena. La asigno profesional con confianza alta porque pensé la luz, el punto de vista y el encuadre antes de sacarla, buscando que pudiera funcionar como postal de viaje o portada editorial."
5167174efec5a652,GHM,profesional,alta,no,"Sol: Elegí ese momento del día porque el sol estaba alto y el mar tenía ese verde translúcido que solo se ve con buena luz cenital, sin sombras duras en el agua. Encuadré dejando dos tercios de cielo despejado con nubes dispersas y un tercio de mar y arena, buscando una composición limpia y equilibrada, casi de postal. Esperé a que rompiera la espuma de la ola en primer plano para darle textura a la parte inferior del cuadro. La asigno profesional con confianza alta porque pensé la proporción cielo-mar y el momento exacto antes de sacarla, buscando que funcione como imagen de catálogo turístico."
886abcbb10b30245,GHM,profesional,alta,no,"Bar de Resort: Encuadré la fuente en primer plano a propósito para que actuara como marco natural y llevara la mirada hacia el arco de piedra iluminado y la barra al fondo, jugando con los distintos planos de profundidad. Aproveché que era de noche para que las luces cálidas del arco y las frías de la fuente generaran contraste de color sin que ninguna zona se queme. Las columnas laterales encierran la escena y refuerzan la simetría del arco central. La asigno profesional con confianza alta porque pensé la composición en capas y el manejo de la luz nocturna antes de sacarla, con la idea de que funcione como imagen institucional del resort."
5e5c5171aab15b9b,PS,casual,alta,no,"la considero casual porque el objetivo principal de esta fotografía es documentar una intervención de arte urbano en la calle, priorizando el registro del momento por sobre una composición planificada y no hay un control riguroso sobre los márgenes. La textura del granito y los bordes rasgados del papel evidencian un registro espontáneo de la escena. 
"
f6ddf5d7c03e4f08,PS,casual,media,si," captura la experiencia de un recorrido por la ciudad, documentando el ambiente de la tarde sin una planificación previa. Existe una clara ambigüedad entre las líneas de fuga formadas por los árboles y la bicisenda sugieren una búsqueda compositiva propia de la fotografía profesional. Sin embargo, el ciclista cruzando de imprevisto en primer plano delata la espontaneidad del disparo y el cartel de la izquierda. 
"
1eb30ed14b860d5e,PS,casual,alta,no,"la foto no aplica las reglas de la buena fotografía profesional como el encuadre es ruidoso, incluye personas cortadas en los bordes y no hay ningún control sobre el espacio negativo o la organización cromática, eso para mi la hace casual.
"
733e44bad056d2f3,PS,profesional,alta,no,"considero esta foto como profesional porque tiene una composición equilibrada ubicando la línea de los árboles en el tercio superior, mientras el río actúa como una línea de orientación que guía la mirada en diagonal. Hay una exposición adecuada que permite ver detalles en las sombras del bosque y en la textura de las rocas.Tambien tiene una estética cuidada, con colores balanceados."
6cc4e3d8c050095a,PS,profesional,alta,no,"onsidero esta imagen como profesional porque tiene una composición atractiva. El muelle guia la vista hacia el centro, mientras el reflejo en el agua crea un balance simétrico . La luz del atardecer permite una exposición adecuada con colores balanceados. Tambien por las proporciones clásicas del paisaje y la profundidad de campo la mantienen en la categoría profesional. 
"
e3a87910c6fd9d74,PS,profesional,alta,no,"la considero profesional la composición utiliza las líneas de fuga de la cornisa y la columnata para generar profundidad y dirigir la mirada de forma ordenada, aplicando reglas clásicas de composición. Aunque la toma es contrapicada, hay un control consciente sobre el encuadre para mantener la estructura equilibrada 
"
59bda69ed4ebc9fc,PS,diseño,alta,no,"considero esta foto como de diseño por la vista cenital y la composición es deliberadamente minimalista, apoyándose en un uso extremo del espacio negativo blanco que aísla el objeto central por completo.
"
a2dff26623d21211,PS,diseño,alta,no,"considero esta foto de diseño porque explora la geometría y el reflejo. El cielo carece de detalles, funcionando casi como un bloque de espacio negativo plano que resalta las curvas del metal. Además, hay un claro tono dominante cálido en el reflejo del sol que unifica la paleta cromática."
c27ec75bd0feb38f,PS,diseño,alta,no," considero esta foto como diseño porque aplica las estrategias visuales típicas en redes sociales para gastronomía. utilice una vista cenital que para la escena y resaltar las texturas. A diferencia de una captura casual de una comida, acá hay una atención consciente a la composición con los textos y las franjas de la servilleta introduciendo líneas en diagonal para el encuadre.  

"
2c9a8b35dc14bc73,LJE,casual,alta,NO,Ya que se trata de una merienda con muchos elementos dispersos en la imagen y sin tener en cuenta un buen angulo si quiera para tomar la foto indica que es muy espontanea.
24598a72c12ac62f,LJE,casual,media,SI,"Podria considerarse con confianza media porque a pesar de ser una foto espontanea, solo hay un elemento en la imagen y esta bien encuadrado,  además es caso limite ya que por el color de la imagen, que haya un solo objeto podria llegar a considerarse algo de diseño"
24b86ce744927975,LJE,casual,alta,NO,Es una foto espontanea de un edificio con muchos elementos desordenados por lo que la considero muy casual
1a914480b755549c,LJE,diseño,alta,NO,"Solo aparece una unica figura de coleccion, con mucho color a comparacion del resto y baja profundidad de campo"
a0405ecd6921c258,LJE,diseño,alta,NO,Como se trata de un plano frontal con un color saturado resaltando y a su vez descentrado y con la intencion de destacar el objeto.
27a1096c56ac9840,LJE,diseño,alta,NO,"Se trata de unos stickers en un termo para mate, lo considero diseño ya que enfatiza los stickers en el termo enfocandolo directamente dejando de lado el fondo"
b621ef1951dca59b,LJE,profesional,alta,NO,"La estatua de la imagen tiene un buen encuadre simetrico, respetando la regla de los tercios, ademas de tratarse de una imagen limpia y con poca saturacion de colores"
4eed9fb79338b358,LJE,profesional,alta,NO,"La cafetera tiene un buen encuadre mostrando perfectamente su geometria y textura metalica, resaltando no por su color sino por su alto contraste"
550a812aaf3d34f1,LJE,profesional,media,SI,"En este caso en particular la categorizo como profesional por estar encuadrada, y por su alto contraste. A pesar de esto la etiqueto como caso límite y de confianza media porque en la imagen aparecen elementos de la casa tales como cortinas y reflejos en la mesa, teniendo matices de ser casero."
